slug,name,address,area,sourceType,automationStatus,sourceUrl,mapUrl,notes
sziget-bisztro,Sziget Bisztró,"9025 Győr, Híd u. 7.",Sziget,wolt_current,snapshot,https://wolt.com/hu/hun/gyor/restaurant/sziget-bisztro,https://maps.google.com/?q=9025+Győr,+Híd+u.+7,"Current snapshot only"
